function,precision,x,y,z,px,py,backend,nodes,jit_time,min_time,max_time,mean_time,std_div,last_time,generated_code,argument_size,output_size,temp_size,flops
FFT,float32,1024,1024,1024,8,8,NCCL,16,859.2442,66.8108,204.6658,106.7855,37.7054,92.2568,10016,67108864,134217728,268435968,4043309056.0
IFFT,float32,1024,1024,1024,8,8,NCCL,16,607.9974,238.3611,308.8609,261.5683,21.7259,245.3488,7904,134217728,134217728,134218752,4026531840.0
FFT,float32,1024,1024,1024,16,4,NCCL,16,751.433,70.3491,229.0447,88.2917,46.932,74.527,16352,67108864,134217728,268435968,4043309056.0
IFFT,float32,1024,1024,1024,16,4,NCCL,16,864.9544,410.2593,424.1146,414.5175,3.9066,424.1146,14944,134217728,134217728,268437504,4026531840.0
FFT,float32,1024,1024,1024,1,64,NCCL,16,854.7224,44.3086,185.354,69.5465,41.8189,78.6331,10144,67108864,134217728,268435712,14780727296.0
IFFT,float32,1024,1024,1024,1,64,NCCL,16,249.7082,43.661,86.3862,49.3044,12.5091,47.9284,8160,134217728,134217728,134217984,2684354560.0
FFT,float32,1024,1024,1024,64,1,NCCL,16,859.1069,44.1862,189.3874,69.6798,43.9759,44.2333,10400,67108864,134217728,268435712,14780727296.0
IFFT,float32,1024,1024,1024,64,1,NCCL,16,245.7652,44.6444,90.1076,54.7468,15.0748,77.3524,7904,134217728,134217728,134217984,6710886400.0
FFT,float32,2048,2048,2048,8,8,NCCL,16,1232.7353,629.5698,742.6464,684.6011,35.3211,742.6464,10016,536870912,1073741824,2147484160,35567697920.0
IFFT,float32,2048,2048,2048,8,8,NCCL,16,2159.2355,1994.0422,2185.2437,2092.8572,81.0509,1994.0422,7904,1073741824,1073741824,1073742848,35433480192.0
FFT,float32,2048,2048,2048,16,4,NCCL,16,1659.6674,564.7784,1499.366,737.4346,270.3643,664.5442,16480,536870912,1073741824,2147484160,35567697920.0
IFFT,float32,2048,2048,2048,16,4,NCCL,16,4402.4524,3339.7937,3466.2146,3396.7161,39.4174,3359.0354,14944,1073741824,1073741824,2147485696,35433480192.0
FFT,float32,2048,2048,2048,1,64,NCCL,16,1536.7758,351.3487,991.8116,434.1608,188.7144,359.8887,10144,536870912,1073741824,2147483904,141868138496.0
IFFT,float32,2048,2048,2048,1,64,NCCL,16,520.7169,339.244,394.4487,350.2956,15.0111,341.8147,8160,1073741824,1073741824,1073742080,23622320128.0
FFT,float32,2048,2048,2048,64,1,NCCL,16,1223.6045,337.2953,604.2747,431.939,113.9234,604.2747,10400,536870912,1073741824,2147483904,141868138496.0
IFFT,float32,2048,2048,2048,64,1,NCCL,16,560.8716,356.3479,647.2878,393.076,84.8656,372.8872,7904,1073741824,1073741824,1073742080,70866960384.0
FFT,float64,256,256,256,8,8,NCCL,16,841.1584,2.4422,160.8347,18.3341,47.5002,2.4986,13216,2097152,4194304,8389120,50593792.0
IFFT,float64,256,256,256,8,8,NCCL,16,475.1371,7.8817,8.6154,8.0666,0.2245,7.9365,11488,4194304,4194304,4195328,50331648.0
FFT,float64,256,256,256,16,4,NCCL,16,827.0395,2.4773,226.0508,24.9352,67.0386,2.6421,20832,2097152,4194304,8389120,50593792.0
IFFT,float64,256,256,256,16,4,NCCL,16,500.6151,13.5818,14.2448,13.9028,0.1833,13.8712,17248,4194304,4194304,8390656,50331648.0
FFT,float64,256,256,256,1,64,NCCL,16,893.1218,2.0932,155.256,17.5484,45.9026,2.0932,11808,2097152,4194304,8388864,151257088.0
IFFT,float64,256,256,256,1,64,NCCL,16,219.0616,1.966,2.5368,2.2801,0.1309,1.966,10464,4194304,4194304,4194560,33554432.0
FFT,float64,256,256,256,64,1,NCCL,16,766.207,2.1245,155.8184,17.6866,46.044,2.1245,12192,2097152,4194304,8388864,151257088.0
IFFT,float64,256,256,256,64,1,NCCL,16,466.9187,2.2212,2.7615,2.4095,0.149,2.2212,10080,4194304,4194304,4194560,50331648.0
FFT,float64,512,512,512,8,8,NCCL,16,753.8401,16.7063,176.4507,33.1661,47.7645,17.4414,12832,16777216,33554432,67109376,455081984.0
IFFT,float64,512,512,512,8,8,NCCL,16,454.4209,58.607,62.7385,59.5806,1.236,58.686,10080,33554432,33554432,33555456,452984832.0
FFT,float64,512,512,512,16,4,NCCL,16,767.7926,17.9324,229.5042,39.9431,63.1885,19.3401,23008,16777216,33554432,67109376,455081984.0
IFFT,float64,512,512,512,16,4,NCCL,16,612.5233,102.0771,104.6561,103.6212,0.6495,102.0771,18528,33554432,33554432,67110912,452984832.0
FFT,float64,512,512,512,1,64,NCCL,16,861.2597,11.1958,165.342,27.1256,46.0752,12.2146,12832,16777216,33554432,67109120,1512046592.0
IFFT,float64,512,512,512,1,64,NCCL,16,227.9207,11.153,12.5276,11.5272,0.4384,11.3461,10464,33554432,33554432,33554688,301989888.0
FFT,float64,512,512,512,64,1,NCCL,16,763.84,11.079,165.5113,27.237,46.0952,11.9996,13216,16777216,33554432,67109120,1512046592.0
IFFT,float64,512,512,512,64,1,NCCL,16,233.5155,11.21,11.9281,11.5661,0.2263,11.6692,10080,33554432,33554432,33554688,603979776.0
FFT,float64,1024,1024,1024,8,8,NCCL,16,835.1727,131.1725,275.9528,151.5764,42.8181,131.1725,12448,134217728,268435456,536871424,4043309056.0
IFFT,float64,1024,1024,1024,8,8,NCCL,16,817.3452,471.6484,636.1278,490.6385,48.5801,473.9612,10080,268435456,268435456,268436480,4026531840.0
FFT,float64,1024,1024,1024,16,4,NCCL,16,810.6862,141.7653,301.9794,163.8277,46.6301,144.6343,21088,134217728,268435456,536871424,4043309056.0
IFFT,float64,1024,1024,1024,16,4,NCCL,16,1231.4327,821.2712,878.3551,837.7069,21.1178,833.1676,17248,268435456,268435456,536872960,4026531840.0
FFT,float64,1024,1024,1024,1,64,NCCL,16,992.0874,85.1865,235.7826,102.4611,44.4955,89.1389,12448,134217728,268435456,536871168,14780727296.0
IFFT,float64,1024,1024,1024,1,64,NCCL,16,303.4311,85.6911,89.173,87.1434,1.0844,87.374,10464,268435456,268435456,268435712,2684354560.0
FFT,float64,1024,1024,1024,64,1,NCCL,16,891.9958,85.6828,236.8567,105.5549,44.6065,90.2986,12832,134217728,268435456,536871168,14780727296.0
IFFT,float64,1024,1024,1024,64,1,NCCL,16,309.6327,87.3049,102.7806,90.3995,4.2802,89.0659,10080,268435456,268435456,268435712,6710886400.0
FFT,float64,2048,2048,2048,8,8,NCCL,16,2028.1136,1044.8679,2116.1484,1331.1734,342.8854,1655.0851,12576,1073741824,2147483648,4294967808,35567697920.0
IFFT,float64,2048,2048,2048,8,8,NCCL,16,4572.0574,3779.1411,4255.0349,4040.2433,170.4252,4127.7452,10080,2147483648,2147483648,2147484672,35433480192.0
FFT,float64,2048,2048,2048,16,4,NCCL,16,1401.3146,951.4856,1312.0912,1215.5049,106.4451,1186.908,21344,1073741824,2147483648,4294967808,35567697920.0
IFFT,float64,2048,2048,2048,16,4,NCCL,16,6555.2807,6646.5065,7000.1822,6744.9495,92.5194,6646.5065,17248,2147483648,2147483648,4294969344,35433480192.0
FFT,float64,2048,2048,2048,1,64,NCCL,16,1996.1814,708.1857,2091.7638,1537.4559,445.8041,708.1857,12576,1073741824,2147483648,4294967552,141868138496.0
IFFT,float64,2048,2048,2048,1,64,NCCL,16,1820.7642,691.0148,1975.8044,1500.0822,417.41,697.9538,11488,2147483648,2147483648,2147483904,23622320128.0
FFT,float64,2048,2048,2048,64,1,NCCL,16,1555.2816,677.4024,939.4384,732.3495,84.1258,677.4417,13984,1073741824,2147483648,4294967552,141868138496.0
IFFT,float64,2048,2048,2048,64,1,NCCL,16,1218.968,710.3343,764.1504,725.8842,17.2322,718.6821,10080,2147483648,2147483648,2147483904,70866960384.0
FFT,float32,256,256,256,4,4,NCCL,4,947.7246,3.4843,133.4727,16.5343,38.9795,3.5194,9376,4194304,8388608,16777728,202375168.0
IFFT,float32,256,256,256,4,4,NCCL,4,408.2731,12.9573,13.6987,13.1064,0.2047,12.9604,7904,8388608,8388608,8389632,201326592.0
FFT,float32,256,256,256,1,16,NCCL,4,631.1373,2.3198,123.6122,14.5101,36.3674,2.3536,9504,4194304,8388608,16777472,605028352.0
IFFT,float32,256,256,256,1,16,NCCL,4,189.8942,2.3384,2.4971,2.3879,0.0509,2.3657,8032,8388608,8388608,8388864,134217728.0
FFT,float32,256,256,256,16,1,NCCL,4,596.412,2.3127,127.326,14.8884,37.4792,2.33,9632,4194304,8388608,16777472,605028352.0
IFFT,float32,256,256,256,16,1,NCCL,4,191.709,2.3592,2.8927,2.4548,0.1554,2.3844,7904,8388608,8388608,8388864,335544320.0
FFT,float32,512,512,512,4,4,NCCL,4,609.5782,23.6627,150.5473,36.5936,37.9854,24.3266,11296,33554432,67108864,134218240,1820327936.0
IFFT,float32,512,512,512,4,4,NCCL,4,433.7747,100.3196,100.8741,100.6302,0.1841,100.6024,7904,67108864,67108864,67109888,1811939328.0
FFT,float32,512,512,512,1,16,NCCL,4,658.5825,16.3893,139.5132,28.8769,36.8789,16.7382,11424,33554432,67108864,134217984,6048186368.0
IFFT,float32,512,512,512,1,16,NCCL,4,194.2923,16.4457,16.9158,16.6976,0.1255,16.6432,8160,67108864,67108864,67109120,1207959552.0
FFT,float32,512,512,512,16,1,NCCL,4,650.3213,16.3676,130.7091,27.9689,34.2469,16.6332,11680,33554432,67108864,134217984,6048186368.0
IFFT,float32,512,512,512,16,1,NCCL,4,203.9809,17.0011,17.3932,17.1311,0.1145,17.113,7904,67108864,67108864,67109120,3623878656.0
FFT,float32,1024,1024,1024,4,4,NCCL,4,720.4033,186.7115,261.0945,197.1191,21.5497,189.6508,10016,268435456,536870912,1073742336,16173236224.0
IFFT,float32,1024,1024,1024,4,4,NCCL,4,1053.9941,816.657,825.8292,819.4095,3.1662,816.7529,7904,536870912,536870912,536871936,16106127360.0
FFT,float32,1024,1024,1024,1,16,NCCL,4,790.8716,135.5245,256.175,148.2191,35.9908,135.5245,10144,268435456,536870912,1073742080,59122909184.0
IFFT,float32,1024,1024,1024,1,16,NCCL,4,312.4909,128.4955,130.2269,129.2912,0.5472,129.6432,7776,536870912,536870912,536871168,10737418240.0
FFT,float32,1024,1024,1024,16,1,NCCL,4,714.4333,127.0063,249.9365,139.8625,36.6926,127.4303,10016,268435456,536870912,1073742080,59122909184.0
IFFT,float32,1024,1024,1024,16,1,NCCL,4,330.0089,137.5038,140.4349,138.6473,0.9382,137.8917,7904,536870912,536870912,536871168,37580963840.0
FFT,float32,2048,2048,2048,4,4,NCCL,4,1882.8052,1190.9985,1743.3582,1550.3955,147.5598,1525.8503,10016,2147483648,4294967296,8589935104,142270791680.0
IFFT,float32,2048,2048,2048,4,4,NCCL,4,5995.7247,6545.9385,7047.8228,6745.0703,197.8105,6644.6875,7904,4294967296,4294967296,4294968320,141733920768.0
FFT,float32,2048,2048,2048,1,16,NCCL,4,2028.8426,1130.6619,1261.1947,1146.86,38.1789,1134.1959,10144,2147483648,4294967296,8589934848,567472553984.0
IFFT,float32,2048,2048,2048,1,16,NCCL,4,1206.6008,1022.0612,1029.5731,1027.0896,1.9687,1028.0801,7776,4294967296,4294967296,4294967552,94489280512.0
FFT,float32,2048,2048,2048,16,1,NCCL,4,1601.8244,1017.2167,1144.6578,1032.6604,37.3807,1023.6974,10016,2147483648,4294967296,8589934848,567472553984.0
IFFT,float32,2048,2048,2048,16,1,NCCL,4,1332.6401,1147.6909,1155.0432,1150.8212,2.4892,1150.89,7904,4294967296,4294967296,4294967552,377957122048.0
FFT,float64,256,256,256,4,4,NCCL,4,608.7647,6.3854,157.1689,21.5296,45.2132,6.3863,11808,8388608,16777216,33554944,202375168.0
IFFT,float64,256,256,256,4,4,NCCL,4,382.5164,25.106,32.8298,26.0359,2.2672,25.1325,10080,16777216,16777216,16778240,201326592.0
FFT,float64,256,256,256,1,16,NCCL,4,692.511,4.3767,140.4967,18.0626,40.8114,4.4387,11808,8388608,16777216,33554688,605028352.0
IFFT,float64,256,256,256,1,16,NCCL,4,206.1244,4.4577,4.9594,4.5872,0.1335,4.5365,10464,16777216,16777216,16777472,134217728.0
FFT,float64,256,256,256,16,1,NCCL,4,631.5102,4.328,141.3555,18.1494,41.0688,4.4134,12192,8388608,16777216,33554688,605028352.0
IFFT,float64,256,256,256,16,1,NCCL,4,468.0496,4.4424,4.7603,4.5967,0.0795,4.6659,10080,16777216,16777216,16777472,335544320.0
FFT,float64,512,512,512,4,4,NCCL,4,665.1743,47.352,177.6839,60.8179,38.9559,47.6863,15776,67108864,134217728,268435968,1820327936.0
IFFT,float64,512,512,512,4,4,NCCL,4,530.4987,200.3042,201.4789,200.7679,0.3222,200.5278,10080,134217728,134217728,134218752,1811939328.0
FFT,float64,512,512,512,1,16,NCCL,4,675.8936,32.9541,167.1469,46.6386,40.1699,33.0864,15776,67108864,134217728,268435712,6048186368.0
IFFT,float64,512,512,512,1,16,NCCL,4,230.1572,32.6782,33.5218,33.0655,0.2282,32.9841,11488,134217728,134217728,134217984,1207959552.0
FFT,float64,512,512,512,16,1,NCCL,4,662.5817,32.3177,164.2398,45.7834,39.486,32.6431,17184,67108864,134217728,268435712,6048186368.0
IFFT,float64,512,512,512,16,1,NCCL,4,236.4415,33.1281,33.9592,33.4544,0.2568,33.3829,10080,134217728,134217728,134217984,3623878656.0
FFT,float64,1024,1024,1024,4,4,NCCL,4,888.9347,375.3534,410.5783,379.826,10.2936,375.6023,12576,536870912,1073741824,2147484160,16173236224.0
IFFT,float64,1024,1024,1024,4,4,NCCL,4,1744.1525,1605.6746,1613.2302,1609.001,2.4109,1609.5123,10080,1073741824,1073741824,1073742848,16106127360.0
FFT,float64,1024,1024,1024,1,16,NCCL,4,900.459,266.8933,401.2463,281.5644,39.9069,268.4146,12576,536870912,1073741824,2147483904,59122909184.0
IFFT,float64,1024,1024,1024,1,16,NCCL,4,456.2346,257.5844,260.3413,258.8595,1.0292,259.6533,10080,1073741824,1073741824,1073742080,10737418240.0
FFT,float64,1024,1024,1024,16,1,NCCL,4,869.6493,254.7546,389.0402,269.8386,39.749,256.2947,12576,536870912,1073741824,2147483904,59122909184.0
IFFT,float64,1024,1024,1024,16,1,NCCL,4,472.1207,272.1994,275.1584,273.6081,0.9722,272.1994,10080,1073741824,1073741824,1073742080,37580963840.0
FFT,float32,256,256,256,8,16,NCCL,32,1035.456,1.0294,206.8138,21.6459,61.7226,1.0398,16224,524288,1048576,2097664,25296896.0
IFFT,float32,256,256,256,8,16,NCCL,32,599.0591,3.1748,4.6996,3.3651,0.4467,3.218,14432,1048576,1048576,2099200,25165824.0
FFT,float32,256,256,256,16,8,NCCL,32,800.9487,1.0369,208.0547,21.7797,62.0917,1.0819,16224,524288,1048576,2097664,25296896.0
IFFT,float32,256,256,256,16,8,NCCL,32,504.808,3.5706,5.4558,3.8804,0.5288,3.6636,14432,1048576,1048576,2099200,25165824.0
FFT,float32,256,256,256,1,128,NCCL,32,945.3185,1.738,164.2194,18.0079,48.7372,1.7523,9248,524288,1048576,2097408,75628544.0
IFFT,float32,256,256,256,1,128,NCCL,32,233.9642,1.7396,1.9251,1.7735,0.0516,1.7596,8160,1048576,1048576,1048832,16777216.0
FFT,float32,256,256,256,128,1,NCCL,32,991.03,1.7155,164.5401,18.0613,48.8263,1.7919,9632,524288,1048576,2097408,75628544.0
IFFT,float32,256,256,256,128,1,NCCL,32,437.9283,1.6937,2.8115,1.9023,0.3082,1.8296,7776,1048576,1048576,1048832,16777216.0
FFT,float32,512,512,512,8,16,NCCL,32,831.6918,7.313,220.4651,28.8559,63.87,7.6161,16096,4194304,8388608,16777728,227540992.0
IFFT,float32,512,512,512,8,16,NCCL,32,516.2715,23.0739,23.4935,23.2583,0.1113,23.0739,15072,8388608,8388608,16779264,226492416.0
FFT,float32,512,512,512,16,8,NCCL,32,909.5916,7.5046,209.7037,27.8483,60.6185,7.5382,16096,4194304,8388608,16777728,227540992.0
IFFT,float32,512,512,512,16,8,NCCL,32,516.1663,26.8141,28.1324,27.3343,0.4287,27.24,15072,8388608,8388608,16779264,226492416.0
FFT,float32,512,512,512,1,128,NCCL,32,933.6337,3.8693,186.9783,22.5168,54.821,3.8965,9376,4194304,8388608,16777472,756023296.0
IFFT,float32,512,512,512,1,128,NCCL,32,220.4752,3.9104,5.0178,4.3103,0.3511,3.9474,8032,8388608,8388608,8388864,150994944.0
FFT,float32,512,512,512,128,1,NCCL,32,940.3802,3.9213,164.7813,20.362,48.1409,4.0135,9632,4194304,8388608,16777472,756023296.0
IFFT,float32,512,512,512,128,1,NCCL,32,234.6741,3.9368,5.7651,4.4125,0.5433,3.938,7776,8388608,8388608,8388864,226492416.0
FFT,float32,1024,1024,1024,8,16,NCCL,32,896.4717,59.2339,248.5034,78.6308,56.6274,59.3847,17760,33554432,67108864,134218240,2021654528.0
IFFT,float32,1024,1024,1024,8,16,NCCL,32,661.2512,186.9505,191.358,190.2135,1.1866,186.9505,14944,67108864,67108864,134219776,2013265920.0
FFT,float32,1024,1024,1024,16,8,NCCL,32,843.8364,56.394,251.0615,77.8587,57.7417,57.8162,17760,33554432,67108864,134218240,2021654528.0
IFFT,float32,1024,1024,1024,16,8,NCCL,32,748.8704,220.1805,226.4726,223.2567,1.8525,220.1805,14944,67108864,67108864,134219776,2013265920.0
FFT,float32,1024,1024,1024,1,128,NCCL,32,954.932,28.7328,185.4881,44.9073,46.8634,29.2922,11424,33554432,67108864,134217984,7390363648.0
IFFT,float32,1024,1024,1024,1,128,NCCL,32,244.7341,28.5018,30.0769,29.3254,0.5387,29.0029,8160,67108864,67108864,67109120,1342177280.0
FFT,float32,1024,1024,1024,128,1,NCCL,32,1030.7404,28.3096,192.0049,45.3169,48.898,28.6805,11680,33554432,67108864,134217984,7390363648.0
IFFT,float32,1024,1024,1024,128,1,NCCL,32,265.0288,28.8576,30.2184,29.6726,0.4376,29.932,7904,67108864,67108864,67109120,2684354560.0
FFT,float32,2048,2048,2048,8,16,NCCL,32,1105.9282,464.1649,560.7298,477.0484,27.9406,466.1972,16480,268435456,536870912,1073742336,17783848960.0
IFFT,float32,2048,2048,2048,8,16,NCCL,32,1833.9663,1499.5977,1533.6422,1526.9709,9.368,1499.5977,14944,536870912,536870912,1073743872,17716740096.0
FFT,float32,2048,2048,2048,16,8,NCCL,32,1075.9672,449.8345,532.6885,472.5889,21.3906,472.337,16480,268435456,536870912,1073742336,17783848960.0
IFFT,float32,2048,2048,2048,16,8,NCCL,32,2148.942,1748.3055,1791.4432,1771.642,11.3867,1748.3055,14944,536870912,536870912,1073743872,17716740096.0
FFT,float32,2048,2048,2048,1,128,NCCL,32,1174.0755,244.0264,399.5489,265.1972,44.9726,245.8391,10144,268435456,536870912,1073742080,70934069248.0
IFFT,float32,2048,2048,2048,1,128,NCCL,32,462.1214,238.9292,251.7274,245.6288,4.1858,239.0417,8032,536870912,536870912,536871168,11811160064.0
FFT,float32,2048,2048,2048,128,1,NCCL,32,1254.0452,236.7773,400.4231,257.8536,47.7547,244.9617,10272,268435456,536870912,1073742080,70934069248.0
IFFT,float32,2048,2048,2048,128,1,NCCL,32,463.1134,240.1584,257.5502,247.707,4.3822,257.5502,7904,536870912,536870912,536871168,29527900160.0
FFT,float32,4096,4096,4096,8,16,NCCL,32,3921.8602,3025.241,3794.2349,3705.9258,226.9656,3782.5762,16352,2147483648,4294967296,8589935104,155155693568.0
IFFT,float32,4096,4096,4096,8,16,NCCL,32,11432.6548,12120.208,12352.5791,12304.5303,64.254,12120.208,14944,4294967296,4294967296,8589936640,154618822656.0
FFT,float32,4096,4096,4096,16,8,NCCL,32,3386.0628,2790.2678,3765.4126,3569.9094,265.8348,3707.0603,16352,2147483648,4294967296,8589935104,155155693568.0
IFFT,float32,4096,4096,4096,16,8,NCCL,32,13836.7501,14143.8086,14409.7148,14300.9199,74.0657,14143.8086,14944,4294967296,4294967296,8589936640,154618822656.0
FFT,float32,4096,4096,4096,1,128,NCCL,32,3073.5098,2050.9739,2330.9844,2111.0803,77.1139,2080.6719,10144,2147483648,4294967296,8589934848,670551769088.0
IFFT,float32,4096,4096,4096,1,128,NCCL,32,2288.3236,1930.8464,2016.5812,1966.625,30.1318,2016.5812,8160,4294967296,4294967296,4294967552,103079215104.0
FFT,float32,4096,4096,4096,128,1,NCCL,32,2892.5931,1913.1266,2128.9473,1983.4714,57.1975,2008.9618,10400,2147483648,4294967296,8589934848,670551769088.0
IFFT,float32,4096,4096,4096,128,1,NCCL,32,2221.9188,2042.16,2201.3984,2123.8025,42.757,2113.9121,7904,4294967296,4294967296,4294967552,309237645312.0
FFT,float64,256,256,256,8,16,NCCL,32,853.4757,1.766,247.8553,26.4269,73.8095,1.766,21728,1048576,2097152,4194816,25296896.0
IFFT,float64,256,256,256,8,16,NCCL,32,497.5593,5.9984,6.4013,6.0687,0.1135,6.0273,16608,2097152,2097152,4196352,25165824.0
FFT,float64,256,256,256,16,8,NCCL,32,881.9708,1.6496,243.2218,25.9311,72.4303,1.8377,21728,1048576,2097152,4194816,25296896.0
IFFT,float64,256,256,256,16,8,NCCL,32,508.8851,6.9303,7.3302,7.0874,0.1133,6.9664,16608,2097152,2097152,4196352,25165824.0
FFT,float64,256,256,256,1,128,NCCL,32,956.0515,2.0692,179.1475,19.826,53.1072,2.0727,11424,1048576,2097152,4194560,75628544.0
IFFT,float64,256,256,256,1,128,NCCL,32,232.3937,2.0652,2.195,2.1216,0.0443,2.0929,10336,2097152,2097152,2097408,16777216.0
FFT,float64,256,256,256,128,1,NCCL,32,930.3352,2.0594,174.5874,19.3545,51.7443,2.0664,11808,1048576,2097152,4194560,75628544.0
IFFT,float64,256,256,256,128,1,NCCL,32,492.7211,2.0842,3.5705,2.2579,0.4384,2.0942,9952,2097152,2097152,2097408,16777216.0
FFT,float64,512,512,512,8,16,NCCL,32,793.6806,14.5869,251.2297,38.3797,70.95,14.7818,21856,8388608,16777216,33554944,227540992.0
IFFT,float64,512,512,512,8,16,NCCL,32,519.3401,45.7347,47.1856,46.5078,0.3538,45.7347,18528,16777216,16777216,33556480,226492416.0
FFT,float64,512,512,512,16,8,NCCL,32,800.1304,14.1284,246.7321,37.8291,69.6347,14.675,21856,8388608,16777216,33554944,227540992.0
IFFT,float64,512,512,512,16,8,NCCL,32,572.4283,54.2563,55.8749,54.9245,0.4645,54.6926,18528,16777216,16777216,33556480,226492416.0
FFT,float64,512,512,512,1,128,NCCL,32,889.2373,7.3423,188.6209,25.6321,54.3298,7.3923,11680,8388608,16777216,33554688,756023296.0
IFFT,float64,512,512,512,1,128,NCCL,32,238.8571,7.3094,8.4144,7.7213,0.3215,7.5423,10464,16777216,16777216,16777472,150994944.0
FFT,float64,512,512,512,128,1,NCCL,32,922.866,7.3716,180.801,24.8645,51.9789,7.4288,12192,8388608,16777216,33554688,756023296.0
IFFT,float64,512,512,512,128,1,NCCL,32,249.6958,7.4107,8.6211,7.7909,0.3148,7.7015,9952,16777216,16777216,16777472,226492416.0
FFT,float64,1024,1024,1024,8,16,NCCL,32,872.5589,118.1647,325.9144,140.0423,61.9643,121.2995,24544,67108864,134217728,268435968,2021654528.0
IFFT,float64,1024,1024,1024,8,16,NCCL,32,845.056,371.8147,380.5301,378.6897,2.3582,371.8147,17248,134217728,134217728,268437504,2013265920.0
FFT,float64,1024,1024,1024,16,8,NCCL,32,910.9456,114.7925,305.6189,137.4581,56.0926,120.398,24544,67108864,134217728,268435968,2021654528.0
IFFT,float64,1024,1024,1024,16,8,NCCL,32,913.9064,434.1028,446.8486,441.9703,3.5305,434.1028,17248,134217728,134217728,268437504,2013265920.0
FFT,float64,1024,1024,1024,1,128,NCCL,32,972.0037,58.566,235.8911,77.9336,52.664,60.6832,15776,67108864,134217728,268435712,7390363648.0
IFFT,float64,1024,1024,1024,1,128,NCCL,32,317.3783,59.4571,62.4827,60.9345,0.9423,60.6318,10464,134217728,134217728,134217984,1342177280.0
FFT,float64,1024,1024,1024,128,1,NCCL,32,986.5267,59.4948,241.4363,78.5065,54.3158,59.5072,16160,67108864,134217728,268435712,7390363648.0
IFFT,float64,1024,1024,1024,128,1,NCCL,32,290.3281,59.9624,62.2116,60.9697,0.7608,61.9156,10080,134217728,134217728,134217984,2684354560.0
FFT,float64,2048,2048,2048,8,16,NCCL,32,1632.4963,929.737,941.2568,935.785,3.4563,938.4662,21344,536870912,1073741824,2147484160,17783848960.0
IFFT,float64,2048,2048,2048,8,16,NCCL,32,3176.8137,2986.3652,3053.2262,3041.5748,18.8996,2986.3652,17248,1073741824,1073741824,2147485696,17716740096.0
FFT,float64,2048,2048,2048,16,8,NCCL,32,1485.2586,877.7844,956.9566,934.1989,21.9462,950.6445,21344,536870912,1073741824,2147484160,17783848960.0
IFFT,float64,2048,2048,2048,16,8,NCCL,32,3788.8117,3473.8012,3544.1808,3509.8335,18.5147,3473.8012,17248,1073741824,1073741824,2147485696,17716740096.0
FFT,float64,2048,2048,2048,1,128,NCCL,32,1445.9339,477.665,659.9859,512.56,49.6807,498.6995,12576,536870912,1073741824,2147483904,70934069248.0
IFFT,float64,2048,2048,2048,1,128,NCCL,32,721.7145,471.1063,505.8705,488.3041,11.5788,505.8705,10464,1073741824,1073741824,1073742080,11811160064.0
FFT,float64,2048,2048,2048,128,1,NCCL,32,1403.8955,468.517,665.6327,498.6593,56.0436,468.517,12960,536870912,1073741824,2147483904,70934069248.0
IFFT,float64,2048,2048,2048,128,1,NCCL,32,729.861,481.8634,515.7191,499.6357,10.5765,506.2863,10080,1073741824,1073741824,1073742080,29527900160.0
